index,position_x,position_y,position_z,pitchy,pitchx,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,countx,Universe,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,globalposition_x,globalposition_y,globalposition_z,AmI_0axis_IndicatorGlobal,AmI_Xaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Xaxis_indicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Yaxis_indicatorLocal
123,-0.018,6.577,4.773,0.320,0.450,11.292,0.226,-0.226,3,28,1,20,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
124,-0.084,6.886,4.826,0.320,0.450,11.292,0.114,-0.114,3,28,1,21,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
125,-0.149,7.195,4.880,0.320,0.450,11.292,0.123,-0.123,3,28,1,22,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
126,-0.214,7.499,4.958,0.320,0.450,11.292,0.240,-0.240,3,28,1,23,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
127,-0.278,7.803,5.037,0.320,0.450,11.292,0.319,-0.319,3,28,1,24,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
128,-0.342,8.101,5.133,0.320,0.450,11.292,0.479,-0.479,3,28,1,25,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
129,-0.405,8.397,5.237,0.320,0.450,11.292,0.701,-0.701,3,28,1,26,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
130,-0.467,8.690,5.349,0.320,0.450,11.292,0.912,-0.912,3,28,1,27,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
131,-0.528,8.977,5.478,0.320,0.450,11.292,1.172,-1.172,3,28,1,28,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
132,-0.589,9.263,5.608,0.320,0.450,11.292,1.415,-1.415,3,28,1,29,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
133,-0.647,9.539,5.760,0.320,0.450,11.292,1.710,-1.710,3,28,1,30,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
134,-0.706,9.814,5.913,0.320,0.450,11.292,2.070,-2.070,3,28,1,31,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
135,-0.763,10.081,6.080,0.320,0.450,11.292,2.453,-2.453,3,28,1,32,0.238,5.375,4.693,1.337,0.203,6.395,-0.862,10.547,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
136,1.527,1.472,6.051,0.320,0.450,10.397,2.044,-2.044,4,28,2,0,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
137,1.473,1.727,5.866,0.320,0.450,10.397,2.125,-2.125,4,28,2,1,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
138,1.416,1.995,5.701,0.320,0.450,10.397,2.276,-2.276,4,28,2,2,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
139,1.359,2.265,5.540,0.320,0.450,10.397,2.410,-2.410,4,28,2,3,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
140,1.299,2.544,5.396,0.320,0.450,10.397,2.524,-2.524,4,28,2,4,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
141,1.239,2.828,5.261,0.320,0.450,10.397,2.503,-2.503,4,28,2,5,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
142,1.178,3.117,5.139,0.320,0.450,10.397,2.413,-2.413,4,28,2,6,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
143,1.115,3.411,5.030,0.320,0.450,10.397,2.263,-2.263,4,28,2,7,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
144,1.052,3.709,4.931,0.320,0.450,10.397,2.036,-2.036,4,28,2,8,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
145,0.988,4.011,4.850,0.320,0.450,10.397,1.710,-1.710,4,28,2,9,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
146,0.923,4.315,4.774,0.320,0.450,10.397,1.369,-1.369,4,28,2,10,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
147,0.857,4.624,4.722,0.320,0.450,10.397,1.068,-1.068,4,28,2,11,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
148,0.792,4.933,4.669,0.320,0.450,10.397,0.837,-0.837,4,28,2,12,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
149,0.725,5.245,4.646,0.320,0.450,10.397,0.709,-0.709,4,28,1,13,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
150,0.659,5.556,4.622,0.320,0.450,10.397,0.643,-0.643,4,28,1,14,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
151,0.593,5.869,4.622,0.320,0.450,10.397,0.588,-0.588,4,28,1,15,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
152,0.526,6.182,4.628,0.320,0.450,10.397,0.501,-0.501,4,28,1,16,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
153,0.460,6.494,4.652,0.320,0.450,10.397,0.372,-0.372,4,28,1,17,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
154,0.394,6.806,4.687,0.320,0.450,10.397,0.188,-0.188,4,28,1,18,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
155,0.328,7.115,4.735,0.320,0.450,10.397,0.264,-0.264,4,28,1,19,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
156,0.263,7.422,4.798,0.320,0.450,10.397,0.392,-0.392,4,28,1,20,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
157,0.198,7.727,4.871,0.320,0.450,10.397,0.548,-0.548,4,28,1,21,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
158,0.134,8.027,4.962,0.320,0.450,10.397,0.673,-0.673,4,28,1,22,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
159,0.071,8.326,5.058,0.320,0.450,10.397,0.761,-0.761,4,28,1,23,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
160,0.009,8.616,5.176,0.320,0.450,10.397,0.871,-0.871,4,28,1,24,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
161,-0.053,8.907,5.295,0.320,0.450,10.397,1.015,-1.015,4,28,1,25,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
162,-0.112,9.186,5.440,0.320,0.450,10.397,1.203,-1.203,4,28,1,26,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
163,-0.172,9.464,5.584,0.320,0.450,10.397,1.405,-1.405,4,28,1,27,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
164,-0.228,9.732,5.750,0.320,0.450,10.397,1.703,-1.703,4,28,1,28,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
165,-0.285,9.996,5.920,0.320,0.450,10.397,2.033,-2.033,4,28,1,29,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
166,-0.339,10.251,6.106,0.320,0.450,10.397,2.334,-2.334,4,28,1,30,0.577,5.945,4.624,1.582,1.217,6.237,-0.417,10.621,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
167,1.853,2.103,5.417,0.320,0.450,9.992,2.041,-2.041,5,28,2,0,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
168,1.796,2.373,5.256,0.320,0.450,9.992,2.165,-2.165,5,28,2,1,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
169,1.737,2.652,5.109,0.320,0.450,9.992,2.237,-2.237,5,28,2,2,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
170,1.677,2.934,4.972,0.320,0.450,9.992,2.202,-2.202,5,28,2,3,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
171,1.615,3.224,4.852,0.320,0.450,9.992,2.098,-2.098,5,28,2,4,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
172,1.553,3.517,4.740,0.320,0.450,9.992,1.935,-1.935,5,28,2,5,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
173,1.489,3.817,4.648,0.320,0.450,9.992,1.711,-1.711,5,28,2,6,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
174,1.425,4.118,4.561,0.320,0.450,9.992,1.383,-1.383,5,28,2,7,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
175,1.360,4.425,4.498,0.320,0.450,9.992,1.018,-1.018,5,28,2,8,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
176,1.294,4.732,4.437,0.320,0.450,9.992,0.660,-0.660,5,28,2,9,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
177,1.228,5.043,4.403,0.320,0.450,9.992,0.414,-0.414,5,28,2,10,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
178,1.162,5.355,4.370,0.320,0.450,9.992,0.291,-0.291,5,28,1,11,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
179,1.096,5.668,4.365,0.320,0.450,9.992,0.278,-0.278,5,28,1,12,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
180,1.029,5.981,4.361,0.320,0.450,9.992,0.265,-0.265,5,28,1,13,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
181,0.963,6.292,4.383,0.320,0.450,9.992,0.229,-0.229,5,28,1,14,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
182,0.897,6.604,4.408,0.320,0.450,9.992,0.139,-0.139,5,28,1,15,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
183,0.831,6.913,4.458,0.320,0.450,9.992,0.077,-0.077,5,28,1,16,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
184,0.765,7.221,4.512,0.320,0.450,9.992,0.222,-0.222,5,28,1,17,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
185,0.701,7.525,4.589,0.320,0.450,9.992,0.418,-0.418,5,28,1,18,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
186,0.636,7.828,4.672,0.320,0.450,9.992,0.600,-0.600,5,28,1,19,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
187,0.573,8.124,4.774,0.320,0.450,9.992,0.772,-0.772,5,28,1,20,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
188,0.511,8.418,4.885,0.320,0.450,9.992,0.865,-0.865,5,28,1,21,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
189,0.450,8.705,5.013,0.320,0.450,9.992,0.979,-0.979,5,28,1,22,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
190,0.390,8.987,5.151,0.320,0.450,9.992,1.127,-1.127,5,28,1,23,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
191,0.332,9.262,5.303,0.320,0.450,9.992,1.306,-1.306,5,28,1,24,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
192,0.274,9.530,5.468,0.320,0.450,9.992,1.539,-1.539,5,28,1,25,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
193,0.219,9.792,5.643,0.320,0.450,9.992,1.868,-1.868,5,28,1,26,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
194,0.165,10.045,5.832,0.320,0.450,9.992,2.190,-2.190,5,28,1,27,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
195,0.113,10.291,6.029,0.320,0.450,9.992,2.478,-2.478,5,28,1,28,0.955,6.327,4.386,1.937,1.708,5.675,0.027,10.695,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
196,2.336,1.997,5.499,0.320,0.450,10.039,1.742,-1.742,6,28,2,0,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
197,2.278,2.271,5.322,0.320,0.450,10.039,1.937,-1.937,6,28,2,1,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
198,2.216,2.559,5.170,0.320,0.450,10.039,2.097,-2.097,6,28,2,2,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
199,2.155,2.847,5.019,0.320,0.450,10.039,2.104,-2.104,6,28,2,3,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
200,2.092,3.147,4.894,0.320,0.450,10.039,2.059,-2.059,6,28,2,4,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
201,2.028,3.447,4.771,0.320,0.450,10.039,1.935,-1.935,6,28,2,5,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
202,1.962,3.757,4.674,0.320,0.450,10.039,1.760,-1.760,6,28,2,6,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
203,1.896,4.067,4.579,0.320,0.450,10.039,1.459,-1.459,6,28,2,7,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
204,1.828,4.384,4.511,0.320,0.450,10.039,1.105,-1.105,6,28,2,8,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
205,1.761,4.702,4.446,0.320,0.450,10.039,0.724,-0.724,6,28,2,9,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
206,1.693,5.023,4.407,0.320,0.450,10.039,0.409,-0.409,6,28,2,10,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
207,1.624,5.345,4.372,0.320,0.450,10.039,0.218,-0.218,6,28,1,11,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
208,1.555,5.669,4.363,0.320,0.450,10.039,0.177,-0.177,6,28,1,12,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
209,1.487,5.992,4.358,0.320,0.450,10.039,0.188,-0.188,6,28,1,13,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
210,1.418,6.315,4.379,0.320,0.450,10.039,0.181,-0.181,6,28,1,14,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
211,1.350,6.637,4.404,0.320,0.450,10.039,0.136,-0.136,6,28,1,15,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
212,1.282,6.957,4.454,0.320,0.450,10.039,0.120,-0.120,6,28,1,16,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
213,1.214,7.276,4.510,0.320,0.450,10.039,0.237,-0.237,6,28,1,17,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
214,1.147,7.591,4.589,0.320,0.450,10.039,0.443,-0.443,6,28,1,18,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
215,1.080,7.904,4.675,0.320,0.450,10.039,0.677,-0.677,6,28,1,19,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
216,1.015,8.210,4.782,0.320,0.450,10.039,1.002,-1.002,6,28,1,20,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
217,0.951,8.514,4.897,0.320,0.450,10.039,1.265,-1.265,6,28,1,21,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
218,0.888,8.809,5.032,0.320,0.450,10.039,1.484,-1.484,6,28,1,22,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
219,0.826,9.101,5.175,0.320,0.450,10.039,1.574,-1.574,6,28,1,23,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
220,0.766,9.383,5.336,0.320,0.450,10.039,1.646,-1.646,6,28,1,24,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
221,0.707,9.661,5.505,0.320,0.450,10.039,1.817,-1.817,6,28,1,25,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
222,0.650,9.928,5.692,0.320,0.450,10.039,2.116,-2.116,6,28,1,26,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
223,0.594,10.190,5.887,0.320,0.450,10.039,2.461,-2.461,6,28,1,27,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
224,0.541,10.440,6.098,0.320,0.450,10.039,2.761,-2.761,6,28,1,28,1.405,6.378,4.384,2.392,1.733,5.670,0.471,10.771,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
225,2.760,2.164,5.410,0.320,0.450,10.080,1.445,-1.445,7,28,2,0,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
226,2.701,2.445,5.244,0.320,0.450,10.080,1.646,-1.646,7,28,2,1,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
227,2.639,2.734,5.094,0.320,0.450,10.080,1.780,-1.780,7,28,2,2,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
228,2.577,3.027,4.955,0.320,0.450,10.080,1.830,-1.830,7,28,2,3,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
229,2.513,3.329,4.832,0.320,0.450,10.080,1.815,-1.815,7,28,2,4,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
230,2.448,3.633,4.720,0.320,0.450,10.080,1.710,-1.710,7,28,2,5,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
231,2.382,3.944,4.626,0.320,0.450,10.080,1.503,-1.503,7,28,2,6,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
232,2.315,4.258,4.542,0.320,0.450,10.080,1.196,-1.196,7,28,2,7,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
233,2.248,4.576,4.478,0.320,0.450,10.080,0.845,-0.845,7,28,2,8,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
234,2.180,4.895,4.423,0.320,0.450,10.080,0.470,-0.470,7,28,2,9,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
235,2.111,5.218,4.388,0.320,0.450,10.080,0.206,-0.206,7,28,2,10,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
236,2.043,5.541,4.362,0.320,0.450,10.080,0.102,-0.102,7,28,1,11,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
237,1.974,5.865,4.358,0.320,0.450,10.080,0.096,-0.096,7,28,1,12,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
238,1.905,6.189,4.361,0.320,0.450,10.080,0.110,-0.110,7,28,1,13,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
239,1.836,6.511,4.387,0.320,0.450,10.080,0.133,-0.133,7,28,1,14,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
240,1.768,6.833,4.420,0.320,0.450,10.080,0.078,-0.078,7,28,1,15,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
241,1.700,7.153,4.476,0.320,0.450,10.080,0.114,-0.114,7,28,1,16,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
242,1.632,7.471,4.538,0.320,0.450,10.080,0.242,-0.242,7,28,1,17,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
243,1.566,7.785,4.624,0.320,0.450,10.080,0.489,-0.489,7,28,1,18,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
244,1.499,8.096,4.714,0.320,0.450,10.080,0.825,-0.825,7,28,1,19,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
245,1.435,8.401,4.829,0.320,0.450,10.080,1.292,-1.292,7,28,1,20,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
246,1.370,8.703,4.947,0.320,0.450,10.080,1.604,-1.604,7,28,1,21,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
247,1.308,8.996,5.090,0.320,0.450,10.080,1.790,-1.790,7,28,1,22,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
248,1.246,9.287,5.235,0.320,0.450,10.080,1.857,-1.857,7,28,1,23,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
249,1.187,9.566,5.404,0.320,0.450,10.080,1.844,-1.844,7,28,1,24,1.853,6.434,4.381,2.845,1.767,5.665,0.915,10.847,6.395,184.902,20.529,3.010,False,False,False,False,False,False,False,False
