index,position_x,position_y,position_z,pitchy,pitchx,Caten-length_walltowall,Bulbcablelength(M),CatenToFloor,LineID,Universe,bulbonline,cat_sagcenter_pt_x,cat_sagcenter_pt_y,cat_sagcenter_pt_z,cat_endpoint1_x,cat_endpoint1_y,cat_endpoint1_z,cat_endpoint2_x,cat_endpoint2_y,cat_endpoint2_z,AmI_Yaxis_indicatorLocal,AmI_Xaxis_indicatorLocal,AmI_0axis_IndicatorLocal,AmI_Zaxis_indicatorLocal,AmI_0axis_IndicatorGlobal,AmI_Zaxis_indicatorGlobal,AmI_Yaxis_indicatorGlobal,AmI_Xaxis_indicatorGlobal
413,5.245,3.460,5.089,0.320,0.450,11.659,0.038,-0.038,13,2,8,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
414,5.181,3.763,5.007,0.320,0.450,11.659,0.088,-0.088,13,2,9,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
415,5.116,4.067,4.930,0.320,0.450,11.659,0.081,-0.081,13,2,10,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
416,5.051,4.373,4.862,0.320,0.450,11.659,0.087,-0.087,13,2,11,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
417,4.986,4.682,4.811,0.320,0.450,11.659,0.122,-0.122,13,2,12,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
418,4.920,4.991,4.760,0.320,0.450,11.659,0.160,-0.160,13,2,13,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
419,4.854,5.302,4.732,0.320,0.450,11.659,0.252,-0.252,13,2,14,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
420,4.787,5.614,4.706,0.320,0.450,11.659,0.335,-0.335,13,2,15,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
421,4.721,5.926,4.693,0.320,0.450,11.659,0.392,-0.392,13,2,16,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
422,4.654,6.239,4.693,0.320,0.450,11.659,0.442,-0.442,13,1,17,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
423,4.588,6.552,4.695,0.320,0.450,11.659,0.460,-0.460,13,1,18,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
424,4.522,6.864,4.721,0.320,0.450,11.659,0.495,-0.495,13,1,19,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
425,4.455,7.176,4.747,0.320,0.450,11.659,0.501,-0.501,13,1,20,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
426,4.390,7.486,4.789,0.320,0.450,11.659,0.446,-0.446,13,1,21,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
427,4.324,7.795,4.840,0.320,0.450,11.659,0.339,-0.339,13,1,22,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
428,4.258,8.103,4.897,0.320,0.450,11.659,0.195,-0.195,13,1,23,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
429,4.194,8.407,4.973,0.320,0.450,11.659,0.060,-0.060,13,1,24,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
430,4.129,8.711,5.050,0.320,0.450,11.659,0.042,-0.042,13,1,25,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
431,4.066,9.010,5.146,0.320,0.450,11.659,0.149,-0.149,13,1,26,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
432,4.002,9.307,5.248,0.320,0.450,11.659,0.348,-0.348,13,1,27,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
433,3.940,9.601,5.358,0.320,0.450,11.659,0.624,-0.624,13,1,28,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
434,3.879,9.889,5.483,0.320,0.450,11.659,0.971,-0.971,13,1,29,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
435,3.818,10.176,5.608,0.320,0.450,11.659,1.366,-1.366,13,1,30,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
436,3.759,10.454,5.755,0.320,0.450,11.659,1.787,-1.787,13,1,31,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
437,3.700,10.731,5.904,0.320,0.450,11.659,2.211,-2.211,13,1,32,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
438,3.642,11.002,6.064,0.320,0.450,11.659,2.598,-2.598,13,1,33,5.850,5.045,4.693,5.850,-0.437,6.395,5.850,10.527,6.395,False,False,False,False,False,False,False,False
439,6.193,1.165,6.224,0.320,0.450,11.684,1.121,-1.121,14,3,0,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
440,6.137,1.430,6.053,0.320,0.450,11.684,0.933,-0.933,14,3,1,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
441,6.079,1.702,5.895,0.320,0.450,11.684,0.722,-0.722,14,3,2,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
442,6.020,1.979,5.747,0.320,0.450,11.684,0.514,-0.514,14,3,3,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
443,5.961,2.258,5.601,0.320,0.450,11.684,0.342,-0.342,14,3,4,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
444,5.900,2.546,5.476,0.320,0.450,11.684,0.199,-0.199,14,3,5,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
445,5.838,2.834,5.351,0.320,0.450,11.684,0.117,-0.117,14,3,6,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
446,5.776,3.128,5.242,0.320,0.450,11.684,0.080,-0.080,14,3,7,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
447,5.713,3.425,5.141,0.320,0.450,11.684,0.059,-0.059,14,3,8,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
448,5.649,3.724,5.047,0.320,0.450,11.684,0.052,-0.052,14,3,9,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
449,5.585,4.028,4.970,0.320,0.450,11.684,0.051,-0.051,14,3,10,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
450,5.520,4.332,4.894,0.320,0.450,11.684,0.039,-0.039,14,3,11,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
451,5.454,4.640,4.838,0.320,0.450,11.684,0.052,-0.052,14,3,12,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
452,5.389,4.949,4.787,0.320,0.450,11.684,0.074,-0.074,14,3,13,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
453,5.323,5.259,4.746,0.320,0.450,11.684,0.117,-0.117,14,3,14,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
454,5.257,5.571,4.720,0.320,0.450,11.684,0.197,-0.197,14,3,15,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
455,5.190,5.883,4.694,0.320,0.450,11.684,0.288,-0.288,14,3,16,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
456,5.124,6.196,4.693,0.320,0.450,11.684,0.404,-0.404,14,0,17,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
457,5.057,6.509,4.693,0.320,0.450,11.684,0.493,-0.493,14,0,18,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
458,4.991,6.821,4.707,0.320,0.450,11.684,0.571,-0.571,14,0,19,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
459,4.925,7.133,4.733,0.320,0.450,11.684,0.611,-0.611,14,0,20,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
460,4.858,7.444,4.761,0.320,0.450,11.684,0.580,-0.580,14,0,21,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
461,4.793,7.754,4.812,0.320,0.450,11.684,0.495,-0.495,14,0,22,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
462,4.727,8.063,4.863,0.320,0.450,11.684,0.348,-0.348,14,0,23,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
463,4.662,8.369,4.931,0.320,0.450,11.684,0.164,-0.164,14,0,24,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
464,4.597,8.673,5.008,0.320,0.450,11.684,0.052,-0.052,14,0,25,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
465,4.533,8.975,5.090,0.320,0.450,11.684,0.109,-0.109,14,0,26,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
466,4.470,9.272,5.191,0.320,0.450,11.684,0.251,-0.251,14,0,27,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
467,4.407,9.570,5.292,0.320,0.450,11.684,0.499,-0.499,14,0,28,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
468,4.345,9.860,5.412,0.320,0.450,11.684,0.837,-0.837,14,0,29,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
469,4.284,10.147,5.537,0.320,0.450,11.684,1.212,-1.212,14,0,30,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
470,4.224,10.431,5.671,0.320,0.450,11.684,1.621,-1.621,14,0,31,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
471,4.165,10.708,5.819,0.320,0.450,11.684,2.046,-2.046,14,0,32,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
472,4.106,10.985,5.968,0.320,0.450,11.684,2.425,-2.425,14,0,33,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
473,4.049,11.251,6.137,0.320,0.450,11.684,2.795,-2.795,14,0,34,6.300,5.077,4.693,6.300,-0.419,6.395,6.300,10.572,6.395,False,False,False,False,False,False,False,False
474,6.601,1.411,6.139,0.320,0.450,11.708,1.460,-1.460,15,3,0,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
475,6.543,1.685,5.966,0.320,0.450,11.708,1.214,-1.214,15,3,1,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
476,6.482,1.971,5.813,0.320,0.450,11.708,0.990,-0.990,15,3,2,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
477,6.421,2.256,5.661,0.320,0.450,11.708,0.765,-0.765,15,3,3,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
478,6.359,2.550,5.525,0.320,0.450,11.708,0.554,-0.554,15,3,4,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
479,6.296,2.847,5.397,0.320,0.450,11.708,0.374,-0.374,15,3,5,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
480,6.232,3.146,5.277,0.320,0.450,11.708,0.249,-0.249,15,3,6,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
481,6.167,3.452,5.173,0.320,0.450,11.708,0.169,-0.169,15,3,7,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
482,6.102,3.758,5.069,0.320,0.450,11.708,0.094,-0.094,15,3,8,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
483,6.036,4.071,4.990,0.320,0.450,11.708,0.065,-0.065,15,3,9,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
484,5.969,4.384,4.911,0.320,0.450,11.708,0.034,-0.034,15,3,10,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
485,5.902,4.700,4.848,0.320,0.450,11.708,0.019,-0.019,15,3,11,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
486,5.834,5.018,4.796,0.320,0.450,11.708,0.025,-0.025,15,3,12,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
487,5.766,5.337,4.750,0.320,0.450,11.708,0.043,-0.043,15,3,13,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
488,5.698,5.658,4.723,0.320,0.450,11.708,0.096,-0.096,15,3,14,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
489,5.630,5.979,4.697,0.320,0.450,11.708,0.184,-0.184,15,3,15,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
490,5.562,6.301,4.693,0.320,0.450,11.708,0.331,-0.331,15,0,16,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
491,5.493,6.623,4.693,0.320,0.450,11.708,0.466,-0.466,15,0,17,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
492,5.425,6.944,4.707,0.320,0.450,11.708,0.578,-0.578,15,0,18,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
493,5.357,7.265,4.733,0.320,0.450,11.708,0.661,-0.661,15,0,19,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
494,5.288,7.586,4.763,0.320,0.450,11.708,0.653,-0.653,15,0,20,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
495,5.221,7.904,4.816,0.320,0.450,11.708,0.571,-0.571,15,0,21,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
496,5.153,8.222,4.868,0.320,0.450,11.708,0.409,-0.409,15,0,22,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
497,5.086,8.537,4.941,0.320,0.450,11.708,0.240,-0.240,15,0,23,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
498,5.020,8.850,5.019,0.320,0.450,11.708,0.110,-0.110,15,0,24,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
499,4.954,9.160,5.108,0.320,0.450,11.708,0.117,-0.117,15,0,25,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
500,4.889,9.466,5.212,0.320,0.450,11.708,0.304,-0.304,15,0,26,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
501,4.824,9.772,5.317,0.320,0.450,11.708,0.561,-0.561,15,0,27,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
502,4.761,10.068,5.445,0.320,0.450,11.708,0.908,-0.908,15,0,28,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
503,4.698,10.364,5.574,0.320,0.450,11.708,1.300,-1.300,15,0,29,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
504,4.636,10.654,5.718,0.320,0.450,11.708,1.748,-1.748,15,0,30,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
505,4.576,10.939,5.870,0.320,0.450,11.708,2.158,-2.158,15,0,31,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
506,4.516,11.221,6.029,0.320,0.450,11.708,2.554,-2.554,15,0,32,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
507,4.458,11.493,6.204,0.320,0.450,11.708,2.943,-2.943,15,0,33,6.750,5.110,4.693,6.750,-0.398,6.395,6.750,10.618,6.395,False,False,False,False,False,False,False,False
508,7.064,1.396,6.225,0.320,0.450,11.729,1.991,-1.991,16,3,0,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
509,7.008,1.661,6.054,0.320,0.450,11.729,1.779,-1.779,16,3,1,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
510,6.950,1.933,5.897,0.320,0.450,11.729,1.547,-1.547,16,3,2,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
511,6.891,2.211,5.749,0.320,0.450,11.729,1.304,-1.304,16,3,3,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
512,6.832,2.490,5.603,0.320,0.450,11.729,1.067,-1.067,16,3,4,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
513,6.770,2.778,5.479,0.320,0.450,11.729,0.826,-0.826,16,3,5,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
514,6.709,3.066,5.354,0.320,0.450,11.729,0.582,-0.582,16,3,6,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
515,6.647,3.360,5.245,0.320,0.450,11.729,0.380,-0.380,16,3,7,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
516,6.583,3.657,5.145,0.320,0.450,11.729,0.241,-0.241,16,3,8,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
517,6.520,3.956,5.049,0.320,0.450,11.729,0.147,-0.147,16,3,9,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
518,6.455,4.260,4.973,0.320,0.450,11.729,0.085,-0.085,16,3,10,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
519,6.391,4.564,4.897,0.320,0.450,11.729,0.037,-0.037,16,3,11,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
520,6.325,4.872,4.841,0.320,0.450,11.729,0.013,-0.013,16,3,12,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
521,6.260,5.181,4.790,0.320,0.450,11.729,0.002,-0.002,16,3,13,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
522,6.194,5.491,4.747,0.320,0.450,11.729,0.014,-0.014,16,3,14,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
523,6.127,5.803,4.722,0.320,0.450,11.729,0.053,-0.053,16,3,15,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
524,6.061,6.115,4.696,0.320,0.450,11.729,0.108,-0.108,16,3,16,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
525,5.995,6.428,4.693,0.320,0.450,11.729,0.207,-0.207,16,0,17,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
526,5.928,6.741,4.693,0.320,0.450,11.729,0.351,-0.351,16,0,18,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
527,5.862,7.053,4.705,0.320,0.450,11.729,0.496,-0.496,16,0,19,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
528,5.795,7.365,4.731,0.320,0.450,11.729,0.618,-0.618,16,0,20,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
529,5.729,7.676,4.756,0.320,0.450,11.729,0.658,-0.658,16,0,21,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
530,5.663,7.986,4.807,0.320,0.450,11.729,0.611,-0.611,16,0,22,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
531,5.598,8.295,4.859,0.320,0.450,11.729,0.473,-0.473,16,0,23,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
532,5.533,8.601,4.924,0.320,0.450,11.729,0.314,-0.314,16,0,24,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
533,5.468,8.905,5.000,0.320,0.450,11.729,0.183,-0.183,16,0,25,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
534,5.404,9.208,5.079,0.320,0.450,11.729,0.145,-0.145,16,0,26,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
535,5.340,9.506,5.180,0.320,0.450,11.729,0.283,-0.283,16,0,27,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
536,5.277,9.804,5.281,0.320,0.450,11.729,0.539,-0.539,16,0,28,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
537,5.215,10.094,5.398,0.320,0.450,11.729,0.879,-0.879,16,0,29,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
538,5.154,10.382,5.523,0.320,0.450,11.729,1.259,-1.259,16,0,30,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
539,5.093,10.667,5.653,0.320,0.450,11.729,1.649,-1.649,16,0,31,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
540,5.034,10.945,5.800,0.320,0.450,11.729,2.031,-2.031,16,0,32,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
541,4.976,11.222,5.948,0.320,0.450,11.729,2.398,-2.398,16,0,33,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
542,4.919,11.490,6.114,0.320,0.450,11.729,2.762,-2.762,16,0,34,7.200,5.145,4.693,7.200,-0.374,6.395,7.200,10.664,6.395,False,False,False,False,False,False,False,False
543,7.166,3.081,6.108,0.320,0.450,10.361,1.576,-1.576,17,3,0,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
544,7.109,3.347,5.919,0.320,0.450,10.361,1.226,-1.226,17,3,1,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
545,7.051,3.623,5.747,0.320,0.450,10.361,0.942,-0.942,17,3,2,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
546,6.991,3.903,5.581,0.320,0.450,10.361,0.722,-0.722,17,3,3,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
547,6.929,4.194,5.435,0.320,0.450,10.361,0.558,-0.558,17,3,4,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
548,6.867,4.487,5.294,0.320,0.450,10.361,0.445,-0.445,17,3,5,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
549,6.803,4.789,5.176,0.320,0.450,10.361,0.344,-0.344,17,3,6,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
550,6.738,5.093,5.060,0.320,0.450,10.361,0.252,-0.252,17,3,7,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
551,6.672,5.404,4.970,0.320,0.450,10.361,0.219,-0.219,17,3,8,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
552,6.606,5.716,4.881,0.320,0.450,10.361,0.204,-0.204,17,3,9,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
553,6.538,6.035,4.821,0.320,0.450,10.361,0.260,-0.260,17,3,10,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
554,6.470,6.353,4.761,0.320,0.450,10.361,0.355,-0.355,17,0,11,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
555,6.402,6.675,4.728,0.320,0.450,10.361,0.538,-0.538,17,0,12,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
556,6.334,6.998,4.698,0.320,0.450,10.361,0.691,-0.691,17,0,13,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
557,6.265,7.321,4.694,0.320,0.450,10.361,0.770,-0.770,17,0,14,7.650,5.924,4.694,7.650,1.139,6.395,7.650,10.710,6.395,False,False,False,False,False,False,False,False
